202033196G,RHL ENERGY PARTNERS PTE. LTD.
202033207W,RV - PROJECT EMBRY HILLS US PTE. LTD.
202033294Z,GREEN CLIMATE FUND (SINGAPORE) PTE. LTD.
202033347D,SOKIN CAPITAL SINGAPORE PTE. LTD.
202033374H,ROOTSPINE PTE. LTD.
202033375Z,NL INVESTMENTS PTE. LTD.
202033376K,GALACRUZ HOLDING PTE. LIMITED
202033385M,RFC HOLDINGS PTE. LTD.
202033404N,SILVERTHRONE INVESTMENTS PTE. LTD.
202033409H,G OFFICE INVESTMENTS PTE. LTD.
202033477R,SKYWORD PTE. LTD.
202033497C,SCJ ONE (S) PTE. LTD.
202033501R,LUXICA CAPITAL PTE. LTD.
202033653R,LIE SENG PTE. LTD.
202033659C,GAOYONG HOLDINGS PTE. LIMITED
202033669N,GENTLE SUPREME CHINA HOLDINGS PTE. LTD.
202033686G,RRS METAL AND MINERALS PTE. LTD.
202033694W,LOGOS JAPAN HOLDCO PTE. LTD.
202033695H,LONG BEACH SYSTEMS PTE. LTD.
202033706Z,SAS INVESTMENTS PTE. LTD.
202033816G,SARVOCHA HOLDINGS PTE. LTD.
202033817W,GUINEVERE FUND PTE. LTD.
202033823G,WAYNE INVESTMENT HOLDINGS PTE. LTD.
202033834K,RARE CASK HOLDINGS PTE. LTD.
202033835C,REED WORKS APAC PTE. LTD.
202033843M,SENSETEK INTERNATIONAL PTE. LTD.
202033852N,STRATUS SERVICE DC PTE. LTD.
202033891N,SOO & MARK PTE. LTD.
202033896H,WANG'S OFFICE PTE. LTD.
202033902E,SMTM INVESTMENT PTE. LTD.
202033919N,LUCIDO PRIVATE LIMITED
202034039E,SILVER BULL INVESTMENT PTE. LTD.
202034057H,GRACE FOCUS HOLDINGS PTE. LTD.
202034064H,SMART DIGITAL LOGISTICS ESOP PTE. LTD.
202034082M,GRATEFUL CAPITAL PTE. LTD.
202034108K,SILKLIGHT PTE. LTD.
202034122K,WAYPOINTE PARTNERS PTE. LTD.
202034153Z,GAIA ASIAN VENTURES PTE. LTD.
202034260N,LCX PJ10 PTE. LTD.
202034267K,LH & HB HOLDINGS PTE. LTD.
202034272H,RMDV INVESTMENTS PTE. LTD.
202034353H,RISESUN INVESTMENT PTE. LTD.
202034359N,LJK CONSULTANCY PRIVATE LIMITED
202034395C,NO. 8 PTE. LTD.
202034401W,WXZ CAPITAL PTE. LTD.
202034448E,GAINSMART1 (SG) PTE. LIMITED
202034481Z,LONG GAMMA PTE. LTD.
202034511E,LUNTAN 472 PTE. LTD.
202034599N,LTP TRADING PTE. LTD.
202034610H,SUSQUEHANNA SINGAPORE PTE. LTD.
202034630N,SCJ TWO (S) PTE. LTD.
202034646M,UPC SOLAR ASIA PACIFIC PTE. LTD.
202034738R,RECO ZINNIA PRIVATE LIMITED
202034755H,WEEVELOP PTE. LTD.
202034758C,SIERRA 1 PTE. LTD.
202034828W,SEEDS INTERNATIONAL ASSET MANAGEMENT (SINGAPORE) PTE. LTD.
202034833R,GLOBAL GATEWAY II GP PTE. LTD.
202034842W,NORTHBRIDGE CAPITAL PTE. LTD.
202034854M,RAIN TREE INVESTMENTS PTE. LTD.
202034860C,WEE & WEE PTE. LTD.
202034974M,NADI HOLDINGS PTE. LTD.
202035037Z,SMR3T CAPITAL PTE. LTD.
202035098G,RONG HAI DEVELOPMENT PTE. LTD.
202035128M,S4 CAPITAL INVESTMENT PTE. LTD.
202035186G,SCM3 GLOBAL HOLDINGS PTE. LTD.
202035287M,LIONTREE GLOBAL INVESTORS PTE. LTD.
202035316G,SUPER ENERGY (EAST) 1 PTE. LTD.
202035350M,WESTTO PTE. LTD.
202035383D,GREYHOUND TRADING PTE. LTD.
202035419N,SNT FOUNDATION PTE. LTD.
202035421Z,SGX GENERAL COUNTERPARTY PTE. LTD.
202035457D,SINGAPORE LICHENG UNITED ASSET MANAGEMENT PTE. LTD.
202035459E,SAKURA PAN PACIFIC HOLDINGS (SINGAPORE) PTE. LTD.
202035474R,SPRING BREAK PTE. LTD.
202035479K,LUMENAIRE UV INTERNATIONAL HOLDINGS PTE. LTD.
202035571W,LFNV HOLDINGS PTE. LTD.
202035612G,G10 ASIA HOLDING PTE. LTD.
202035628E,G10 ASIA 2 PTE. LTD.
202035632M,G10 JAPAN HOLDING PTE. LTD.
202035634N,USFI HARRISON VIII PRIVATE LIMITED
202035638W,G10 JAPAN PREF INVESTOR PTE. LTD.
202035645W,G10 JAPAN PREF MANAGER PTE. LTD.
202035683G,SEA FUND I INVESTMENT 7 PTE. LTD.
202035685H,G10 JAPAN 1 PTE. LTD.
202035688C,SEA FUND I INVESTMENT 8 PTE. LTD.
202035693Z,SEA FUND I INVESTMENT 9 PTE. LTD.
202035695C,SEA FUND I INVESTMENT 10 PTE. LTD.
202035697D,SEA FUND I INVESTMENT 11 PTE. LTD.
202035699E,SEA FUND I INVESTMENT 12 PTE. LTD.
202035700G,SEA FUND I INVESTMENT 13 PTE. LTD.
202035702H,SEA FUND I INVESTMENT 14 PTE. LTD.
202035704K,SEA FUND I INVESTMENT 15 PTE. LTD.
202035705C,SEA FUND I INVESTMENT 16 PTE. LTD.
202035719W,UNIVERSE SWISS PTE. LTD.
202035836E,RJ CAPITAL PTE. LTD.
202035847H,SVF II CALORIE SUBCO (SINGAPORE) PTE. LTD.
202035847H,SVF TIME (SINGAPORE) PTE. LTD.
202035972G,REISE STORHUB SINGAPORE 1 PTE. LTD.
202035999H,SWEEF GP PTE. LTD.
202036017K,WINDSOR SINGAPORE ENTERPRISE PRIVATE LIMITED
202036030Z,SKYPHONE PTE. LTD.
202036049K,SUN EVEREST PTE. LTD.
202036055Z,SERIES FLY SHIPPING PTE. LTD.
202036069R,LILV 2 GENERAL PARTNER PTE. LTD.
202036071C,G10 ASIA 1 PTE. LTD.
202036081N,LILV 2 SPONSOR INVESTMENT PTE. LTD.
202036084G,RON AND HEA PTE. LTD.
202036107M,SOMASI INVESTMENT PTE. LTD.
202036171R,RDT SYSTEMS PTE. LTD.
202036183K,REISE STORHUB SINGAPORE 2 PTE. LTD.
202036223H,GRAND TECHNOLOGIES HOLDING PTE. LTD.
202036230H,SPI INDIA PTE. LTD.
202036230H,SUMMIT INDIA (TRIPURA) PTE. LTD.
202036235D,SINGAPORE GLOBAL INVESTORS PTE. LTD.
202036335W,SG ALLIANCE PTE. LTD.
202036374W,LIBERTY FINANCING PTE. LTD.
202036397R,NEST HOLDCO PTE. LTD.
202036443D,SHEARES HEALTHCARE INTERNATIONAL HOLDINGS PTE. LTD.
202036453R,SHEARES HEALTHCARE CHINA HOLDINGS PTE. LTD.
202036479G,ROJER CORPORATION PTE. LTD.
202036491E,RIVERSIDE TRUSTEES LIMITED
202036546K,SOUTHERNDOWN MANAGEMENT PTE. LTD.
202036572E,SURGE CAPITAL PTE. LTD.
202036599G,SOMARELI PTE. LTD.
202036629M,SJ CAPITAL (FUNDS) PTE. LTD.
202036689H,SCCPRE TWENTY TWO (S) PTE. LTD.
202036700D,ROYAL OAKS INVESTMENTS PTE. LTD.
202036752H,UPC VIETNAM I PTE. LTD.
202036769W,UNIVERSAL CAPITAL TRUST PTE. LTD.
202036802Z,RIAU CAPITAL INVESTMENT MANAGEMENT PTE. LTD.
202036813D,SUNWOOD STAR ASSET 6. PTE. LTD.
202036879E,R & J UNION (S) HOLDINGS PTE. LTD.
202036919D,SINTICO PTE. LTD.
202036982R,UPTONG INVESTMENT PTE. LTD.
202036987K,SPACEINVADER PRIVATE LIMITED
202037022E,UPSHOT PTE. LTD.
202037091D,SKY 9 CAPITAL PTE. LTD.
202037184W,SGP GLOBAL MANAGEMENT PTE. LTD.
202037189M,SGP INVESTMENT STRATEGY PTE. LTD.
202037218G,RV - PROJECT EMBRY HILLS US MGR PTE. LTD.
202037232G,R3I QUANTUM PTE. LTD.
202037310N,RICHSEN OILFIELD SERVICES (SINGAPORE) PTE. LIMITED
202037346W,SPECTRA SUPPLY SOLUTIONS (S) PTE. LTD.
202037362Z,SAND SG HOLDINGS PTE. LTD.
202037373D,READE CORPORATE TRUST LIMITED
202037374N,RAFFLES CAPITAL OPERATIONS PTE. LTD.
202037402W,SIMALIAN CO PTE. LTD.
202037430N,LIAN BENG (TAI SENG) PTE. LTD.
202037437K,RIES POSITIONING & STRATEGY CONSULTING PTE. LTD.
202037485M,REIWAG SINGAPORE PTE. LTD.
202037509H,SAFECAP VENTURES PTE. LTD.
202037565C,SUNCITY INVESTMENTS PTE. LTD.
