Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-06-19,202017229N,ORYX ADVISORS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017230H,NOUS UNIVERSE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017231Z,BLANK NETWORK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017233C,DC ADC HOLDINGS-S PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017234M,BMS ASIA RISK SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017235D,NEOPIX PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017238R,DIGITAL RESERVE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017240C,DC ADC MIDCO-S1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017246G,DC ADC MIDCO-S2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017248H,ORANGE LION CONSULTING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017249Z,AMERISOLAR TECH PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017250N,BIF IV INDIA INVEST HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017255H,INTRAGATE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017258C,QWIZ TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017259M,SESA ADVISORS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017260G,LIBERTY AEGIS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017263Z,DS DYNAMIC PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017264K,CSE30 SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017267D,SUPERNOVA TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017270Z,CONTEXTPRO SYS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017272C,MEKKITSO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017276E,QUOTIENT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-20,202017279W,WPS OFFICE SOFTWARE SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-20,202017282N,GATDAT (PRIVATE LIMITED),INFORMATION AND COMMUNICATIONS
2020-06-20,202017285G,DAIZONG LEE JIN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-20,202017286W,FASTWISE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-20,202017291R,XKX INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-20,202017293W,WE3CO PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-20,202017298M,RHODIUM (C) HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-20,202017299D,PINNACLE GLOBAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-20,202017300E,4J MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-20,202017305Z,HOMEBIZ SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-20,202017306K,WEALTH CONCIERGE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-20,202017310W,RAID PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-21,202017317N,PARAMITA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-21,202017319R,1049 PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-21,202017320K,TLP  CONSULTANCY PRIVATE LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-21,202017327G,RICH PROPERTY INT. PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017342W,ANAVRIN INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017343H,SUBSTANCE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017344Z,EVERGREEN PARK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017345K,MERMICORN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017348D,RELEVE INVESTMENTS SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017349N,TTL.TRUST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017351Z,FEAST CAPITAL (PRIVATE LIMITED),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017352K,IBIS (THAILAND) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017353C,SINGAPORE OBET TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017355D,HIZEN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017356N,STOREPAY HOLDING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017357E,WESTLITE DORMITORY (V SEVEN) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017358R,REGTANK TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017360C,PACTLY GLOBAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017362D,GOLDEN PYRAMID PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017365R,EVERTUS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017366G,ACIES VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017368H,GOLDEN PYRAMID FAMILY OFFICE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017369Z,VANDALAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017372R,OSET PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017380G,NANO DYNAMICS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017381W,SDX SERVICES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017388N,ALMAGEST 2020 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017389E,ANV GLOBAL DELIVERY SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017392C,EAST BALMAIN PARTNERSHIP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017394D,VIOS INFOSYSTEMS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017395N,SWAN & MACLAREN CAMBODIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017396E,GREAT CREATIVITY BIOTECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017398G,CENTRIPETAL FORCE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017399W,YOU LI PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017402C,K & G SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017404D,SUNTON TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017407R,PERFECT SAVVY PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017410M,HUAT VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017411D,MSP ENGINEERING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017413E,SOFOS INFRASTRUCTURE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017414R,25HRS TRADING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017415G,WHOLESELECT TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017417H,UNITED COMMUNICATION TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017423W,ROYAL OCEAN GLOBAL FAMILY OFFICE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017425Z,OUR DESIGN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017426K,CREATEWILLS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017429D,PROREV PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017430W,FLAME AND BRIGHTNESS INVESTMENT AND MANAGEMENT (SINGAPORE) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017431H,TRADCOM PLATFORMS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017432Z,URANUS INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017433K,BABY PLANET PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017434C,NILCRAFTZ PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017438E,LINKEYE TECH FOUNDATION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017439R,ADGLOW ASIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017442M,NEPTUNE CAPITAL MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017444N,SUN GLOBAL ASSURANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017445E,PHOENIX GLOBAL VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017447G,GHZX PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017451N,PULSE PICTURE PRODUCTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017456H,ZOOM DELIVERY SERVICES HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017457Z,CAVAI PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017459C,SANITY TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017461G,KAMINOO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017463H,SABIS INVESTMENTS ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017464Z,BENG INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017465K,AMUSEMENT PLANET PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017470H,LIVEFREE VENTURES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017473C,ANFIVA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017474M,AKEERA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017481M,FORTUNA GLOBAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-22,202017490N,BIOSEA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017501E,MEXES CORPORATE SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-22,202017502R,AIR SOFTWARE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-22,202017503G,HESED GLOBAL CONSULTING (S) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017510G,JOLLY MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017514K,GOLDEN KANGAROO CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017515C,LYFE GROUP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017516M,DEBUT TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017519E,SUPERSYMMETRY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017520Z,CONSTELLATION ONE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017525N,STORYWORKZ PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017532N,EDISON FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017533E,VASTCOM TECHNOLOGY (SINGAPORE) PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017535G,CHAK HEALTHCARE INFORMATICS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017537H,UPC-AC ENERGY SOLAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017541R,UPC-AC ENERGY SOLAR ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017542G,MIGHTYCORP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017545Z,INSPIRANTE TRADING SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017548M,BAYWA R.E. ASSET HOLDINGS JAPAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017549D,AMS DECISION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017552Z,FUDA INTERNATIONAL PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017554C,DH CAPITAL ASSETS MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017556D,OPTIMEZ PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017561C,JR SYNERGEZE CONSULTANCY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017566R,SINGAPORE COCKTAIL BAR ASSOCIATION LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017569H,BELLA WHITE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017570D,BSREP III KOREA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017574G,MOPPOMOBI PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017576H,WINE ARTISAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017577Z,KEPPEL DC SINGAPORE 6 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017579C,TRAVELLIST PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017586C,AMOEBA CAPITAL ADVISORS PTE. LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017593C,SLT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017595D,ANTIFRAGILE VENTURES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017601Z,PROMETHEUS HIGH TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017602K,TALENT LABS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017603C,EDANAX PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017604M,RIAU CAPITAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017605D,KKR ASIA IV FUND INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017607E,FUTURE PLATINUM PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017610C,OCAH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017613N,HAN TIAN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017614E,META HIVE (PTE. LTD.),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017615R,HABE AI PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017616G,U9 FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017617W,WESTERN BUILDING GROUP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017618H,GMAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017619Z,TC INVESTMENTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017620N,ORION CREDIT CAPITAL ASIA EMPLOYEE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017621E,SECTR PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017625H,HYPERKU HOLDINGS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-23,202017626Z,CHINA HEALTHCARE OPPORTUNITIES LDP 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017627K,CHINA HEALTHCARE OPPORTUNITIES LDP 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017628C,ASIA PACIFIC INDUSTRIAL CAPITAL HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017630G,BAZAHH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017632H,MACQUARIE ASIA-PACIFIC INFRASTRUCTURE MANAGEMENT 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017633Z,ONISM HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-23,202017640Z,REMOTE MONITORING SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-23,202017641K,MEYAH ORION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017646E,OSCA DESIGN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017650M,2LL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017652N,SUNRISE INNOVATION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017653E,HEZE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017654R,HUMAN INSIDE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017660E,BLUE FOUNDATION CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017664H,JUST FIT PROJECT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017665Z,HASHED PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017667C,COREZERO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017668M,V&A BORDERLESS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017669D,ITAPHOA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017670W,MANET SEA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017678E,XIN TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017688W,UNIVERSE DIGITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017689H,DIGITAL 360 PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017690D,ENVY IF PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017694G,EASTAR CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017697Z,STUDIO NVS PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017699C,INTERNATIONAL GREEN GLOBAL RESEARCH & DEVELOPMENT PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017705W,CHINA DEYUAN CAPITAL (HONG KONG) PTE. LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017706H,MSGC CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017708K,LV PROJECT 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017709C,ARAKAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017715K,DIGISPARK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017717M,MRW ENGINEERING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017719N,NEWX TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017721Z,JTAM ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017722K,KINOWA INSTRUMENTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017723C,LKF HOLDINGS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017725D,VULKYRIE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017726N,XUNCENT FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017733N,RAINTREE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017734E,SUCCIN INVESTMENT MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017737W,SEABRIDGE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017740N,CHANGGANG GLOBAL ACQUISITION HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017743G,ENERGIS PETROLINE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017746Z,PLAYAZ4PLAYAZ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017748C,EXCELREDSTONE SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017749M,UNITED GREENTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017750G,SAVETECH SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017752H,ENATIC PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017756M,ACCENTOR ADVISORY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017757D,GREAT VIRTUE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017763M,SURIA GLOBAL (S) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017764D,NEUPAY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017770M,IREP TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017771D,ARGUS INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-24,202017773E,PULSE ECOSYSTEMS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-24,202017774R,THE PINNACLE CREATIVE PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-24,202017783W,NEW PALACE MANAGEMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-25,202017801H,ASIA ALTERNATIVE FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-25,202017802Z,UPC-AC ENERGY SOLAR INDIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-25,202017803K,CITY TECH CAPITAL MANAGEMENT PTE. LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-25,202017804C,HARUM ASIA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-25,202017805M,NEXT MOBILE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-25,202017808E,SINGAPORE 4VPC FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-25,202017812M,CONNECTED CARE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-25,202017813D,TINK SG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-25,202017815E,ELONTECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-25,202017816R,MIGHTY TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-25,202017818W,RAFT GLOBAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-25,202017819H,CALSADO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-25,202017820D,UNION GOLD FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
