Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-06-16,202016679Z,TECKAKI PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016682R,K T ONG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016683G,EIGHTX LIFESTYLE GROUP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016686Z,POMEGRANATE CAPITAL FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016687K,BITSTAMP ASIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016688C,TIGER ROAR TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016689M,SIMPLECLOUD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016693Z,DATA-TALK ENERGY CONSULTANTS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016698N,SG MARINE GUIDE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016703Z,VERTU MEDICAL TECHNOLOGIES (S) PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016707D,ARTVANTIST PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016709E,SINOSKY SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016711K,GRASSHOPPER ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016712C,WHITE CAPITAL TRINITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016714D,CHONG FAMILY OFFICE LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016719W,LOVENN PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016720M,YI LONG FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016726W,MARRON VENTURES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016732G,IRENE FILMS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016733W,TANGLIN VP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016734H,COLODA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016736K,WISE MEDIA FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016741H,CURIOUS NINE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016742Z,DB CONSULTING SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016748E,THREEA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016751C,WIIN INTERNATIONAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016752M,COMFORT CREDIT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016755E,FRIGG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016756R,IPFS ECOLOGICAL FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016758W,VISIONNAIRE ID PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016759H,JCLOUDS MARKETING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016761N,MANA IMPACT GROUP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016762E,CAPITAL TRISA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016764G,AD+L PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016766H,ADJAR PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016767Z,SOLV TECHNOLOGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016772W,STRATEGIC BOARD ADVISORY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016773H,WONDER HU PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016774Z,MAPOUT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016775K,EASY INCORPORATIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016778D,APLLUNA TRUST PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016780H,THE BETTER KOMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016782K,CAR GENIE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-16,202016785D,CLEAR CUT CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016786N,KBX HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-16,202016790C,STRIDER COMMODITIES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-16,202016792D,MYCASH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016797W,HOPE TIME NETWORK TECHNOLOGY LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016800C,AROSE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016802D,CLIK TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016803N,BIONZ PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016805R,KOMAYA INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016807W,CRAVVNG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016808H,PB MEDIA & MORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016813G,DOCONLINE INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016815H,5 MILES LAB PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016816Z,A TOKEN WINE CULTURE TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016818C,GDL INTERNATIONAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016821W,THE NEW FREQUENCY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016822H,ASAP MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016824K,RICHROAD HOLDINGS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016825C,INNER SANCTUM MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016826M,CARA UNMASK PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016827D,EAST ESSENTIAL TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016831K,UPSTATS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016834D,MOBKOO NETWORK PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016835N,AC UHOO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016837R,VALLEY ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016839W,RW ADVISORY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016842N,HELMSMAN QUALITY & TECHNOLOGY SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016850E,TOOLTWIST PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016853W,ACCT INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016854H,HUBBLIC PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016855Z,SILVERLAKE CAPITAL MARKET SOLUTION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016856K,GOO SGP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016857C,MOUSE POKER TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016861H,SHIMMERING SHIELD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016865M,THERAVAB BIOMEDICS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016867N,MARK LOUCAS SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016871C,FORTUNE INTERNATIONAL (SG) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016872M,GOODNIGHT LIVE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016873D,7 HUB PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016874N,LELANTOS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016876R,SHOPPER MEDIA EXCHANGE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016879H,CDL COMMERCIAL REIT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016882E,AFB ROBOTIC PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016883R,MSC GROUP SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016888K,MONKEY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016891G,G8 ENERGY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016894Z,L T M L PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016900R,FUNDTREE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016902W,CORPADVISOR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016903H,SEA FUND I HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016907M,DUNMORE SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016908D,INGEERS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016909N,LCLV HOLDCO VIII PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016910H,EIS MANAGEMENT & CONSULTANCY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016911Z,NOVALAB TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016914M,TIMELESS TRUST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016917E,I-TUP PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016918R,K VENTURES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016922D,OWO FINANCIAL SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-17,202016924E,KO ZAY TRADING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016926G,KWM SERVICE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-17,202016935H,WIAM PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-17,202016936Z,GINIMINDS SOLUTIONS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016946M,ACCOUNTING PLUS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202016947D,VENTURES MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016948N,PIVOT COUNSELLING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202016951K,ALL NINE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016953M,MALINO CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016956E,SUNRISE TECHNOLOGY INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016959W,COMPASSUS CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202016963E,NEWTYPE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016964R,DL CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016970E,COLLABORATION LABS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016975Z,S.P.S GLOBAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016977C,INITIATIVS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016978M,ZMANENT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016981H,WONGNAI MEDIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016982Z,JLCONSULTING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016984C,BETALIFE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202016988E,SG PRESENT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016989R,SANXIN TIMES HOLDINGS SG CO. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202016994N,SINGAPORE CTCE DIGITAL ECOMANAGEMENT FOUNDATION PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016996R,SKILLPRO PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202016998W,360 MEDIA PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202016999H,APPFACTORY MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017002D,QBITS PARTNERS PRIVATE LIMITED,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017006G,CUSTOMER EXPERIENCE ASEAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017007W,ZTO TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017008H,SIMPLICOUNT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017011E,COLUMBIA PICTURES INCORPORATION PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017012R,USFI G-OE FUNDS I PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017014W,USFI G-OE FUNDS II PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017015H,THEMEDIAOPS PRIVATE LIMITED,INFORMATION AND COMMUNICATIONS
2020-06-18,202017016Z,SCDA LAB PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017020G,KATSEVMAN CONSULTING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017023Z,ORIENTAL MOON INVESTMENT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017025C,POKEMEDIA SG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017028N,BASE HUILE SG PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017029E,IDLE DIGITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017033M,ATLAS TECHNOLOGY CAPITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017034D,KRE RESDOC ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017035N,MGF INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017036E,HUB2XC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017037R,SINGAPORE INTERCONTINENTAL STAR INDUSTRIAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017039W,PISCESOFT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017041D,TIANLAN HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017042N,BURGISS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017047H,MY LEARN ZONE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017051R,MZ&C INVESTMENT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017053W,MMXX FOUNDRIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017055Z,JINGHAI ITLP DEVELOPMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017056K,CHAJ INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017058M,GYPSY HAT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017059D,CONVERGENCE TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017063K,TRABEYA PRIVATE LIMITED,INFORMATION AND COMMUNICATIONS
2020-06-18,202017065M,FRONT POINT CONSULTANCY PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017069R,ZEPHYR TECHNOLOGIES PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017071C,CRAY-1SOFTWARE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017072M,L.K STUDIO INTERIOR DESIGN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017074N,LEBIT CLOUD COMPUTING POWER FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017075E,AKAAL PETROLEUM PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017080D,ESERVE SG PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017082E,POWER RECRUITER PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017083R,MPOKKET VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017085W,N-3 CAPITAL PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017088K,GOLDEN BAUM PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017089C,KWGROOD PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017091G,INDIASSETZ SINGAPORE PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017094Z,MMCINEHOME PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017095K,INTERASIA INVESCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017097M,THE DIGITAL YARD PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017098D,YH ESTATES PRIVATE LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017102W,HOSHO LABS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017105K,JINGHAI ITLP DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017109N,BLUESTONE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017112K,PHIL&SIN MANAGEMENT SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017114M,BEST IN SINGAPORE PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-18,202017115D,ZEBRACOM HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017117E,HMM TERMINAL SINGAPORE (HTS) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017120C,CAP J PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-18,202017121M,ENVY MANAGEMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-18,202017122D,NEIGHBBR PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017129Z,MOONX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017132R,TPC COLLECTIVE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017134W,HAMMER TREASURY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017139M,JADESTONE ENERGY (LEMANG) PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017144K,GLOBAL MEDICAL AND TRAVEL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017146M,PROWAY DIGITAL TECHNOLOGY PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017147D,GOLDGAME FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017149E,THE WANDER CLAN PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017150Z,MEGATRON EDITS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017151K,FUTURE STEPS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017152C,CIFCULATION FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017153M,TRINIA HOLDINGS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017154D,MODULAR STANDARD SOLUTIONS PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017156E,FIRST LISTED HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017159W,AVALANCHE FOUNDATION LIMITED,INFORMATION AND COMMUNICATIONS
2020-06-19,202017160M,SETTLEMINT PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017165G,YOMA MFS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017166W,FIFTH BLACK MEDIA PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017170E,AFJ TECH PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017172G,BAKUUN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017173W,KUMAWAT GENERAL TRADING PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017174H,ENTRUST GLOBAL (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017176K,GTQ SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017177C,GLOBAL QUALITY ASSET HOLDING PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017178M,PINTU DIGITAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017180W,SBEN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017181H,CODEFIX PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017184C,ELIGRAPHICS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017186D,HSTEEL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017188E,KALIPSO INTERNATIONAL PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017189R,ETERNAL TECHNOLOGY CONSULTING PRIVATE LIMITED,INFORMATION AND COMMUNICATIONS
2020-06-19,202017190K,PAYPOINT PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017192M,AERO PLUS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017198W,RAFFLES PARK CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017199H,CAPITALAND ROYAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017202M,NTT GLOBAL DATA CENTERS HOLDING ASIA BOM8 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017203D,FE NEW CENTURY INDUSTRY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017205E,XINGANG EX FOUNDATION LIMITED,INFORMATION AND COMMUNICATIONS
2020-06-19,202017208W,PARETO FOUNDATION LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017210D,NEBULA TECHNOLOGY GROUP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017213R,EAV FUND MANAGEMENT PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017216H,OUTCOME SOLUTIONS AND SERVICES PTE. LTD.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
2020-06-19,202017217Z,HOUSE OF METALS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017219C,KENZAP PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017221G,ENGLIM STUDIOS PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017226C,MINDSTONE INTERNATIONAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
2020-06-19,202017227M,QR ASIA LOGISTICS GRAND HOLDCO I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-06-19,202017228D,V SOCIAL PTE. LTD.,INFORMATION AND COMMUNICATIONS
